symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
3577,泓格,"['電腦及週邊設備', '電腦及週邊設備:工業電腦', '電腦及週邊設備:輸出入模組_介面卡']",8.0,3.0,3.0,4.0,5.0,10.0,3.0,3.0,3.0,10.0,3.0,8.0,3.0,7.0,3.0,6.0,3.0,無資料,無資料,5.0,6.0,17.0,11.0
3580,友威科,"['其他', '其他:其他電子產品及電子服務產業']",7.0,2.0,6.0,3.0,2.0,10.0,3.0,3.0,3.0,9.0,2.0,9.0,3.0,9.0,3.0,8.0,3.0,10.0,4.0,7.0,6.0,13.0,13.0
3581,博磊,"['半導體', '半導體:生產製程及檢測設備']",4.0,3.0,8.0,4.0,2.0,7.0,4.0,4.0,4.0,7.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,無資料,無資料,8.0,6.0,17.0,14.0
3583,辛耘,"['LED照明產業', 'LED照明產業:生產製程、檢測設備及原物料', '半導體', '半導體:生產製程及檢測設備', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '平面顯示器', '平面顯示器:生產製程及檢測設備']",10.0,5.0,10.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,6.0,6.0,4.0,6.0,7.0,9.0,8.0,無資料,無資料,2.0,1.0,33.0,3.0
3587,閎康,"['其他', '其他:其他電子產品及電子服務產業']",10.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,5.0,8.0,6.0,10.0,6.0,6.0,,8.0,1.0,31.0,9.0
3588,通嘉,"['半導體', '半導體:電源管理IC']",8.0,3.0,,4.0,8.0,6.0,3.0,4.0,3.0,8.0,6.0,3.0,2.0,5.0,9.0,5.0,10.0,無資料,無資料,2.0,6.0,35.0,8.0
3591,艾笛森,"['LED照明產業', 'LED照明產業:封裝_模組', 'LED照明產業:燈具_應用']",3.0,7.0,,5.0,8.0,8.0,5.0,5.0,5.0,6.0,7.0,4.0,9.0,4.0,4.0,3.0,5.0,無資料,無資料,3.0,6.0,33.0,9.0
3592,瑞鼎,"['半導體', '半導體:平面顯示器驅動IC', '半導體:電源管理IC']",10.0,4.0,8.0,9.0,8.0,4.0,9.0,9.0,9.0,6.0,6.0,6.0,5.0,6.0,5.0,10.0,6.0,無資料,無資料,9.0,6.0,30.0,15.0
3593,力銘,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,10.0,無資料,無資料,6.0,6.0,22.0,12.0
3594,磐儀,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",7.0,5.0,4.0,5.0,3.0,7.0,4.0,5.0,4.0,7.0,4.0,5.0,3.0,6.0,4.0,5.0,4.0,無資料,無資料,3.0,6.0,18.0,9.0
3596,智易,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",10.0,8.0,,10.0,7.0,4.0,10.0,10.0,10.0,3.0,7.0,5.0,8.0,4.0,8.0,10.0,8.0,無資料,無資料,10.0,1.0,38.0,11.0
3597,映興,"['其他', '其他:其他', '其他:其他電子產品及電子服務產業', '連接器', '連接器:連接器設計、組裝及製造']",3.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,10.0,2.0,4.0,6.0,10.0,10.0
3605,宏致,"['連接器', '連接器:連接器設計、組裝及製造']",5.0,6.0,,8.0,5.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,7.0,3.0,6.0,22.0,9.0
3607,谷崧,"['通信網路', '通信網路:塑膠_金屬機殼', '電腦及週邊設備', '電腦及週邊設備:機殼']",2.0,6.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,3.0,9.0,4.0,9.0,4.0,10.0,4.0,1.0,無資料,無資料,8.0,6.0,37.0,14.0
3609,三一東林,"['LED照明產業', 'LED照明產業:燈具_應用']",5.0,2.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,無資料,無資料,7.0,6.0,16.0,13.0
3611,鼎翰,"['電腦及週邊設備', '電腦及週邊設備:印表機、傳真機、掃瞄器、多功能事務機、投影機']",10.0,2.0,,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,10.0,6.0,無資料,無資料,7.0,6.0,32.0,13.0
3615,安可,"['LED照明產業', 'LED照明產業:藍寶石晶圓_晶片', '平面顯示器', '平面顯示器:ITO導電基板', '觸控面板', '觸控面板:ITO導電玻璃']",3.0,4.0,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,7.0,4.0,9.0,7.0,9.0,4.0,10.0,無資料,無資料,2.0,6.0,39.0,8.0
3617,碩天,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",10.0,5.0,,8.0,5.0,1.0,9.0,8.0,9.0,9.0,7.0,8.0,7.0,8.0,6.0,10.0,6.0,5.0,9.0,8.0,6.0,31.0,14.0
3622,洋華,"['觸控面板', '觸控面板:觸控面板']",6.0,7.0,2.0,4.0,8.0,10.0,4.0,4.0,4.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,無資料,無資料,1.0,6.0,44.0,7.0
3623,富晶通,"['觸控面板', '觸控面板:觸控面板']",5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,9.0,2.0,7.0,2.0,3.0,2.0,9.0,無資料,無資料,2.0,6.0,32.0,8.0
3624,光頡,"['被動元件', '被動元件:電感器', '被動元件:電阻器']",7.0,6.0,,5.0,4.0,6.0,5.0,5.0,5.0,6.0,3.0,7.0,3.0,7.0,3.0,6.0,4.0,無資料,無資料,2.0,6.0,17.0,8.0
3625,西勝,"['能源元件', '能源元件:電池模組', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:電池']",2.0,6.0,3.0,3.0,10.0,2.0,3.0,3.0,3.0,3.0,10.0,3.0,8.0,2.0,9.0,2.0,3.0,2.0,3.0,4.0,6.0,40.0,10.0
3628,盈正,"['其他', '其他:其他電子產品及電子服務產業']",6.0,2.0,8.0,7.0,2.0,10.0,6.0,6.0,6.0,6.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,無資料,無資料,6.0,6.0,18.0,12.0
3630,新鉅科,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",5.0,7.0,6.0,5.0,9.0,3.0,4.0,5.0,4.0,2.0,10.0,1.0,8.0,1.0,8.0,1.0,4.0,無資料,無資料,3.0,6.0,39.0,9.0
3631,晟楠,"['半導體', '半導體:化學品']",5.0,5.0,,1.0,3.0,8.0,1.0,1.0,1.0,3.0,10.0,1.0,6.0,1.0,7.0,2.0,6.0,2.0,4.0,4.0,6.0,32.0,10.0
3632,研勤,"['人工智慧', '人工智慧:智慧設備', '人工智慧:機器學習', '人工智慧:移動控制', '人工智慧:系統整合', '人工智慧:自然語言處理', '人工智慧:資料處理', '人工智慧:運算設備', '人工智慧:雲端平台', '人工智慧:電腦視覺', '人工智慧:領域解決方案', '人工智慧:顧問諮詢', '太空衛星科技', '太空衛星科技:仲介服務', '太空衛星科技:地面設備', '太空衛星科技:天線_射頻基頻', '太空衛星科技:太空船', '太空衛星科技:太陽能板_電池', '太空衛星科技:導航定位', '太空衛星科技:影像遙測', '太空衛星科技:微電子', '太空衛星科技:感測器', '太空衛星科技:整機', '太空衛星科技:次系統', '太空衛星科技:熱控', '太空衛星科技:營運管理', '太空衛星科技:發射服務', '太空衛星科技:發射載具', '太空衛星科技:結構', '太空衛星科技:航電系統', '太空衛星科技:衛星', '太空衛星科技:通訊', '太空衛星科技:酬載', '太空衛星科技:金屬_燃料', '太空衛星科技:零組件_材料', '太空衛星科技:電源', '觸控面板', '觸控面板:衛星定位系統', '通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '雲端運算', '雲端運算:IaaS', '雲端運算:PaaS', '雲端運算:SaaS', '雲端運算:伺服器', '雲端運算:儲存', '雲端運算:冷卻設備', '雲端運算:營運管理軟體', '雲端運算:系統整合', '雲端運算:網路', '雲端運算:虛擬化軟體', '雲端運算:設備安裝服務', '雲端運算:設備管理軟體', '雲端運算:資安防護軟體', '雲端運算:雲端作業系統', '雲端運算:雲端應用服務', '雲端運算:電力設備', '雲端運算:電腦設備', '雲端運算:顧問諮詢']",2.0,2.0,4.0,2.0,5.0,8.0,2.0,2.0,2.0,10.0,6.0,3.0,9.0,3.0,10.0,3.0,10.0,無資料,無資料,,,40.0,
3645,達邁,"['印刷電路板', '印刷電路板:聚亞醯胺樹脂']",6.0,6.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,6.0,10.0,7.0,9.0,7.0,10.0,6.0,1.0,4.0,5.0,2.0,6.0,34.0,8.0
3646,艾恩特,"['連接器', '連接器:連接器設計、組裝及製造']",4.0,2.0,,3.0,5.0,3.0,3.0,3.0,3.0,7.0,5.0,7.0,5.0,6.0,4.0,5.0,4.0,無資料,無資料,4.0,6.0,23.0,10.0
3652,精聯,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",4.0,4.0,6.0,5.0,6.0,9.0,5.0,5.0,5.0,8.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,無資料,無資料,8.0,6.0,23.0,14.0
3653,健策,"['半導體', '半導體:導線架']",10.0,7.0,6.0,9.0,3.0,4.0,9.0,9.0,9.0,7.0,6.0,10.0,6.0,9.0,6.0,10.0,6.0,無資料,無資料,9.0,1.0,27.0,10.0
3661,世芯-KY,"['半導體', '半導體:IP設計_IC設計代工服務']",10.0,4.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,5.0,9.0,8.0,9.0,7.0,9.0,10.0,9.0,無資料,無資料,2.0,1.0,46.0,3.0
3663,鑫科,"['太陽能產業', '太陽能產業:材料', '平面顯示器', '平面顯示器:化學品(如光阻劑、靶材等)', '被動元件', '被動元件:電阻器材料(氧化鋁陶瓷基板、導電漿墨)', '觸控面板', '觸控面板:ITO導電薄膜']",5.0,4.0,5.0,5.0,9.0,3.0,5.0,5.0,5.0,2.0,9.0,4.0,10.0,4.0,9.0,4.0,9.0,5.0,6.0,10.0,6.0,46.0,16.0
3664,安瑞-KY,"['資通訊安全', '資通訊安全:網路基礎設施', '通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",3.0,3.0,7.0,2.0,2.0,10.0,2.0,2.0,2.0,10.0,4.0,1.0,6.0,1.0,8.0,1.0,4.0,無資料,無資料,6.0,6.0,24.0,12.0
3665,貿聯-KY,"['休閒娛樂', '休閒娛樂:休閒車業', '印刷電路板', '印刷電路板:基板組裝加工及相關製造', '太陽能產業', '太陽能產業:材料', '能源元件', '能源元件:原材料', '通信網路', '通信網路:其他零組件', '通信網路:線材', '連接器', '連接器:塑膠材料', '連接器:連接器設計、組裝及製造', '醫療器材', '醫療器材:塑化材料', '醫療器材:金屬零件', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:連接線']",10.0,7.0,8.0,10.0,3.0,3.0,10.0,10.0,10.0,6.0,5.0,7.0,5.0,5.0,4.0,10.0,4.0,無資料,無資料,9.0,1.0,21.0,10.0
3666,光耀,"['平面顯示器', '平面顯示器:稜鏡片']",4.0,3.0,,3.0,9.0,8.0,2.0,3.0,2.0,1.0,9.0,1.0,8.0,1.0,9.0,1.0,3.0,無資料,無資料,4.0,6.0,38.0,10.0
3669,圓展,"['人工智慧', '人工智慧:電腦視覺', '通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",6.0,5.0,,5.0,4.0,7.0,5.0,5.0,5.0,10.0,5.0,6.0,4.0,6.0,4.0,6.0,5.0,無資料,無資料,3.0,6.0,22.0,9.0
3672,康聯訊,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,無資料,無資料,5.0,6.0,7.0,11.0
3673,TPK-KY,"['觸控面板', '觸控面板:觸控面板']",5.0,9.0,,10.0,2.0,3.0,10.0,10.0,10.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,無資料,無資料,9.0,6.0,13.0,15.0
3675,德微,"['半導體', '半導體:其他IC_二極體製造']",10.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,8.0,3.0,9.0,4.0,9.0,5.0,9.0,5.0,無資料,無資料,10.0,10.0,20.0,20.0
3679,新至陞,"['其他', '其他:其他電子產品及電子服務產業', '平面顯示器', '平面顯示器:其他零組件', '汽車', '汽車:其他', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:金屬、塑膠模具']",9.0,3.0,,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,7.0,4.0,9.0,3.0,10.0,4.0,無資料,無資料,4.0,6.0,20.0,10.0
3680,家登,"['半導體', '半導體:生產製程及檢測設備']",10.0,5.0,9.0,6.0,2.0,1.0,7.0,7.0,7.0,9.0,8.0,9.0,5.0,8.0,5.0,9.0,5.0,4.0,8.0,2.0,10.0,25.0,12.0
3684,榮昌,"['通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)']",6.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,7.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,無資料,無資料,,,9.0,
3685,元創精密,"['平面顯示器', '平面顯示器:擴散膜、增亮膜、導光板', '汽車', '汽車:車燈', '汽車:鈑金']",3.0,4.0,4.0,4.0,7.0,10.0,4.0,4.0,4.0,3.0,7.0,3.0,9.0,3.0,6.0,2.0,9.0,無資料,無資料,4.0,6.0,38.0,10.0
3686,達能,"['太陽能產業', '太陽能產業:矽晶圓_矽晶片']",1.0,4.0,,1.0,10.0,10.0,1.0,1.0,1.0,1.0,9.0,1.0,5.0,1.0,8.0,3.0,4.0,無資料,無資料,8.0,6.0,36.0,14.0
3687,歐買尬,"['休閒娛樂', '休閒娛樂:營運發行', '休閒娛樂:線上遊戲業', '休閒娛樂:設計開發', '電子商務', '電子商務:金流串接處理服務']",9.0,1.0,8.0,4.0,6.0,7.0,4.0,4.0,4.0,8.0,5.0,9.0,5.0,9.0,7.0,5.0,8.0,4.0,1.0,2.0,6.0,31.0,8.0
3689,湧德,"['連接器', '連接器:連接器設計、組裝及製造']",7.0,4.0,3.0,7.0,3.0,2.0,8.0,7.0,8.0,5.0,9.0,7.0,9.0,6.0,9.0,9.0,10.0,無資料,無資料,2.0,6.0,40.0,8.0
3691,碩禾,"['太陽能產業', '太陽能產業:材料']",8.0,5.0,,6.0,1.0,8.0,6.0,6.0,6.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,3.0,無資料,無資料,9.0,6.0,17.0,15.0
3693,營邦,"['電腦及週邊設備', '電腦及週邊設備:伺服器', '電腦及週邊設備:工業電腦', '電腦及週邊設備:磁碟儲存系統']",10.0,2.0,8.0,8.0,7.0,1.0,8.0,8.0,8.0,7.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,無資料,無資料,9.0,6.0,47.0,15.0
3694,海華,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",6.0,7.0,,8.0,6.0,7.0,8.0,8.0,8.0,3.0,4.0,5.0,4.0,4.0,4.0,7.0,5.0,無資料,無資料,10.0,6.0,23.0,16.0
3701,大眾控,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:工業電腦']",7.0,8.0,8.0,9.0,5.0,1.0,9.0,9.0,9.0,4.0,9.0,7.0,9.0,6.0,8.0,7.0,9.0,3.0,9.0,1.0,6.0,40.0,7.0
3702,大聯大,"['半導體', '半導體:IC通路']",8.0,10.0,,10.0,7.0,5.0,10.0,10.0,10.0,1.0,5.0,4.0,5.0,3.0,4.0,7.0,4.0,無資料,無資料,10.0,1.0,25.0,11.0
3702A,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,,,,
3703,欣陸,"['其他', '其他:環保潔能服務產業', '建材營造', '建材營造:工程承攬', '建材營造:建設業', '建材營造:營造業']",4.0,10.0,10.0,10.0,9.0,6.0,10.0,10.0,10.0,3.0,8.0,6.0,6.0,4.0,6.0,6.0,8.0,無資料,無資料,9.0,10.0,37.0,19.0
3704,合勤控,"['資通訊安全', '資通訊安全:網路基礎設施', '資通訊安全:網路安全防護', '資通訊安全:行動安全', '通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '通信網路:有線通訊設備(如電話機、傳真機)', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",7.0,9.0,8.0,10.0,3.0,8.0,10.0,10.0,10.0,5.0,3.0,4.0,3.0,4.0,3.0,7.0,3.0,無資料,無資料,10.0,6.0,15.0,16.0
3705,永信,"['製藥', '製藥:中、西藥製劑']",6.0,8.0,3.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,無資料,無資料,8.0,6.0,33.0,14.0
3706,神達,"['汽車', '汽車:保險桿', '汽車:其他', '汽車:引擎蓋', '汽車:整車組裝、修理及技術服務', '汽車:汽車零配件生產', '汽車:車燈', '汽車:輪胎', '汽車:鈑金', '汽車:銷售、進出口業務', '汽車:鋁合金鋼圈', '通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '電腦及週邊設備', '電腦及週邊設備:伺服器', '電腦及週邊設備:其他電腦及週邊設備']",6.0,10.0,8.0,10.0,8.0,6.0,10.0,10.0,10.0,2.0,3.0,3.0,2.0,5.0,2.0,6.0,2.0,無資料,無資料,10.0,1.0,17.0,11.0
3707,漢磊,"['半導體', '半導體:DRAM製造', '半導體:IC_晶圓製造', '半導體:其他IC_二極體製造', '半導體:晶圓製造', '半導體:砷化鎵']",8.0,9.0,8.0,7.0,3.0,6.0,8.0,8.0,8.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,8.0,2.0,6.0,10.0,8.0
3708,上緯投控,"['風力發電', '風力發電:樹酯', '風力發電:玻_碳纖']",9.0,5.0,4.0,8.0,4.0,6.0,8.0,8.0,8.0,4.0,5.0,5.0,10.0,10.0,6.0,10.0,6.0,8.0,6.0,2.0,6.0,31.0,8.0
3709,鑫聯大投控,"['電腦及週邊設備', '電腦及週邊設備:BIOS(嵌入式軟體)', '電腦及週邊設備:中央處理器', '電腦及週邊設備:主機板', '電腦及週邊設備:伺服器', '電腦及週邊設備:光學鏡片、鏡頭', '電腦及週邊設備:光碟機', '電腦及週邊設備:光碟片', '電腦及週邊設備:其他電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:印表機、傳真機、掃瞄器、多功能事務機、投影機', '電腦及週邊設備:多功能視訊卡', '電腦及週邊設備:安全監控系統', '電腦及週邊設備:工業電腦', '電腦及週邊設備:散熱片、風扇馬達、散熱模組', '電腦及週邊設備:晶片組', '電腦及週邊設備:桌上型電腦', '電腦及週邊設備:機構樞紐', '電腦及週邊設備:機殼', '電腦及週邊設備:硬碟機', '電腦及週邊設備:磁碟儲存系統', '電腦及週邊設備:筆記型電腦', '電腦及週邊設備:精簡型電腦', '電腦及週邊設備:網路卡', '電腦及週邊設備:記憶體', '電腦及週邊設備:輸出入模組_介面卡', '電腦及週邊設備:連接線', '電腦及週邊設備:金屬、塑膠模具', '電腦及週邊設備:隨身碟、記憶卡讀卡機', '電腦及週邊設備:電池', '電腦及週邊設備:電源供應器', '電腦及週邊設備:面板', '電腦及週邊設備:顯示卡', '電腦及週邊設備:顯示器模組']",4.0,6.0,6.0,9.0,6.0,2.0,9.0,9.0,9.0,1.0,7.0,4.0,6.0,3.0,4.0,4.0,5.0,無資料,無資料,8.0,6.0,28.0,14.0
3710,連展投控,"['通信網路', '通信網路:主_被動元件', '連接器', '連接器:連接器設計、組裝及製造']",1.0,8.0,,8.0,7.0,6.0,7.0,8.0,7.0,4.0,6.0,3.0,2.0,3.0,9.0,2.0,3.0,無資料,無資料,9.0,6.0,27.0,15.0
3711,日月光投控,"['半導體', '半導體:IC封裝測試']",9.0,10.0,,10.0,4.0,4.0,10.0,10.0,10.0,3.0,2.0,6.0,3.0,5.0,3.0,9.0,4.0,無資料,無資料,10.0,1.0,16.0,11.0
3712,永崴投控,"['其他', '其他:其他電子產品及電子服務產業', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '電腦及週邊設備', '電腦及週邊設備:印表機、傳真機、掃瞄器、多功能事務機、投影機', '風力發電', '風力發電:發電營運', '風力發電:風場營造', '風力發電:風場規劃', '風力發電:風場開發', '風力發電:風機維護']",6.0,8.0,8.0,9.0,10.0,7.0,9.0,9.0,9.0,3.0,8.0,6.0,9.0,6.0,8.0,8.0,9.0,無資料,無資料,1.0,6.0,44.0,7.0
3713,新晶投控,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '太陽能產業:太陽能電池模組']",4.0,4.0,7.0,4.0,1.0,10.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,6.0,11.0,11.0
3714,富采,"['LED照明產業', 'LED照明產業:光源_磊晶', 'LED照明產業:封裝_模組']",6.0,10.0,,9.0,3.0,2.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,9.0,無資料,無資料,9.0,6.0,19.0,15.0
3715,無資料,無資料,8.0,8.0,2.0,9.0,7.0,6.0,9.0,9.0,9.0,6.0,2.0,8.0,6.0,6.0,6.0,8.0,10.0,無資料,無資料,1.0,1.0,31.0,2.0
4102,永日,"['製藥', '製藥:中藥材、西藥原料藥']",6.0,2.0,1.0,3.0,5.0,10.0,2.0,2.0,2.0,6.0,7.0,5.0,9.0,8.0,8.0,5.0,9.0,無資料,無資料,1.0,6.0,38.0,7.0
4104,佳醫,"['製藥', '製藥:藥品代理銷售及通路', '製藥:醫療院所', '醫療器材', '醫療器材:醫療器材代理', '醫療器材:醫療院所、醫療器材專賣店、藥局等通路']",9.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,無資料,無資料,7.0,6.0,34.0,13.0
4105,東洋,"['製藥', '製藥:中、西藥製劑', '製藥:原材料', '製藥:藥品代理銷售及通路']",8.0,8.0,5.0,7.0,3.0,1.0,7.0,8.0,7.0,10.0,7.0,10.0,8.0,10.0,7.0,8.0,8.0,無資料,無資料,2.0,6.0,33.0,8.0
4106,雃博,"['其他', '其他:其他']",4.0,6.0,,6.0,5.0,7.0,6.0,5.0,5.0,9.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,無資料,無資料,3.0,6.0,18.0,9.0
4107,邦特,"['醫療器材', '醫療器材:醫療耗材']",9.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,6.0,10.0,6.0,10.0,7.0,9.0,8.0,無資料,無資料,3.0,6.0,32.0,9.0
4108,懷特,"['製藥', '製藥:中、西藥製劑', '製藥:中藥材、西藥原料藥', '食品生技', '食品生技:原料']",3.0,8.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,8.0,1.0,7.0,2.0,9.0,3.0,9.0,無資料,無資料,7.0,6.0,37.0,13.0
4109,加捷生醫,"['食品生技', '食品生技:保健食品代理銷售及通路', '食品生技:加工製成品']",2.0,5.0,1.0,2.0,9.0,9.0,1.0,1.0,1.0,9.0,7.0,3.0,1.0,9.0,10.0,4.0,10.0,無資料,無資料,8.0,6.0,37.0,14.0
4111,濟生,"['製藥', '製藥:中、西藥製劑']",4.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,7.0,3.0,4.0,3.0,6.0,3.0,5.0,4.0,無資料,無資料,4.0,6.0,17.0,10.0
4113,聯上,"['建材營造', '建材營造:建設業']",4.0,8.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,10.0,7.0,9.0,1.0,9.0,2.0,3.0,無資料,無資料,3.0,6.0,32.0,9.0
4114,健喬,"['製藥', '製藥:中、西藥製劑', '製藥:藥品代理銷售及通路']",6.0,9.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,8.0,5.0,7.0,無資料,無資料,8.0,6.0,37.0,14.0
4116,明基醫,"['醫療器材', '醫療器材:其他', '醫療器材:醫療器材代理']",8.0,2.0,5.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,10.0,6.0,9.0,5.0,9.0,7.0,8.0,無資料,無資料,8.0,6.0,42.0,14.0
4119,旭富,"['製藥', '製藥:中藥材、西藥原料藥']",9.0,6.0,5.0,4.0,10.0,8.0,4.0,4.0,4.0,7.0,4.0,8.0,4.0,8.0,5.0,5.0,5.0,無資料,無資料,8.0,6.0,28.0,14.0
4120,友華,"['製藥', '製藥:中、西藥製劑', '製藥:藥品代理銷售及通路', '食品生技', '食品生技:保健食品代理銷售及通路']",6.0,5.0,,7.0,5.0,7.0,7.0,7.0,7.0,9.0,7.0,4.0,9.0,2.0,9.0,1.0,3.0,無資料,無資料,6.0,6.0,33.0,12.0
4121,優盛,"['製藥', '製藥:藥品代理銷售及通路', '醫療器材', '醫療器材:醫療院所、醫療器材專賣店、藥局等通路', '醫療器材:體溫計、血壓計', '食品生技', '食品生技:保健食品代理銷售及通路']",4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,無資料,無資料,1.0,6.0,15.0,7.0
4123,晟德,"['製藥', '製藥:中、西藥製劑']",6.0,9.0,7.0,4.0,9.0,3.0,4.0,4.0,4.0,9.0,9.0,7.0,8.0,1.0,7.0,1.0,6.0,8.0,4.0,3.0,6.0,39.0,9.0
4126,太醫,"['醫療器材', '醫療器材:醫療耗材']",8.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,7.0,7.0,9.0,7.0,9.0,7.0,9.0,8.0,無資料,無資料,3.0,6.0,32.0,9.0
4127,天良,"['製藥', '製藥:中、西藥製劑', '製藥:藥品代理銷售及通路', '食品生技', '食品生技:保健食品代理銷售及通路', '食品生技:加工製成品']",2.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,10.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,無資料,無資料,4.0,6.0,12.0,10.0
