symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
3504,揚明光,"['平面顯示器', '平面顯示器:其他零組件', '平面顯示器:稜鏡片', '電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:金屬、塑膠模具']",5,6,9,2,5.0,8,7,2,2,1,1.0,1,3.0,2,3.0,2,4.0,3,3,2,5,16.0,7
3508,位速,"['其他', '其他:其他電子產品及電子服務產業']",4,10,6,3,2.0,3,7,3,3,5,3.0,4,5.0,5,8.0,7,5.0,5,3,6,6,23.0,12
3511,矽瑪,"['連接器', '連接器:連接器設計、組裝及製造']",6,9,7,7,1.0,4,10,8,9,1,1.0,3,2.0,3,2.0,4,4.0,9,8,4,6,10.0,10
3512,皇龍,"['建材營造', '建材營造:建設業', '運動科技', '運動科技:裝置_器材零組件', '電腦及週邊設備', '電腦及週邊設備:散熱片、風扇馬達、散熱模組']",7,10,6,4,3.0,1,10,9,10,9,7.0,9,9.0,8,8.0,10,9.0,9,9,10,6,36.0,16
3514,無資料,無資料,3,3,3,3,5.0,5,3,3,3,6,6.0,6,6.0,6,6.0,6,7.0,5,3,6,6,30.0,12
3515,華擎,"['區塊鏈', '區塊鏈:元件裝置', '電腦及週邊設備', '電腦及週邊設備:主機板', '電腦及週邊設備:伺服器', '電腦及週邊設備:工業電腦', '電腦及週邊設備:顯示卡']",10,9,6,9,7.0,1,10,10,10,5,8.0,6,10.0,6,7.0,8,7.0,2,8,2,2,39.0,4
3516,亞帝歐,"['LED照明產業', 'LED照明產業:燈具_應用', '平面顯示器', '平面顯示器:背光源(發光二極體、冷陰極管)', '電腦及週邊設備', '電腦及週邊設備:顯示器模組']",9,6,10,10,5.0,6,10,10,9,7,4.0,6,3.0,7,3.0,8,6.0,10,6,9,6,21.0,15
3518,柏騰,"['電腦及週邊設備', '電腦及週邊設備:機殼']",6,7,6,5,6.0,5,7,4,4,7,8.0,6,7.0,6,7.0,6,6.0,5,3,10,5,34.0,15
3519,無資料,無資料,2,3,5,3,5.0,5,3,3,3,7,6.0,7,6.0,7,6.0,7,6.0,5,3,6,6,29.0,12
3520,華盈,"['連接器', '連接器:連接器設計、組裝及製造']",6,9,10,7,2.0,3,9,7,6,9,1.0,7,2.0,8,3.0,8,4.0,9,8,4,6,12.0,10
3521,鴻翊,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",7,10,6,2,2.0,9,6,2,2,2,4.0,1,5.0,1,3.0,1,8.0,6,5,2,6,22.0,8
3522,御頂,"['食品', '食品:餐飲連鎖']",7,5,6,5,4.0,8,7,4,3,6,8.0,3,7.0,2,6.0,3,6.0,3,2,1,6,31.0,7
3523,迎輝,"['平面顯示器', '平面顯示器:稜鏡片']",5,3,5,3,5.0,1,5,4,4,5,4.0,5,5.0,5,2.0,6,9.0,6,4,3,6,25.0,9
3526,凡甲,"['連接器', '連接器:連接器設計、組裝及製造']",10,3,10,9,9.0,4,10,10,9,10,7.0,10,7.0,10,6.0,10,6.0,3,4,10,10,35.0,20
3527,聚積,"['半導體', '半導體:LED驅動IC']",6,9,4,5,7.0,8,8,4,4,9,4.0,2,1.0,2,4.0,2,4.0,3,4,9,2,20.0,11
3528,安馳,"['半導體', '半導體:IC通路']",9,10,10,6,1.0,1,10,8,9,4,1.0,6,2.0,1,1.0,1,1.0,8,10,1,6,6.0,7
3529,力旺,"['半導體', '半導體:IP設計_IC設計代工服務']",10,7,8,8,6.0,4,10,10,10,6,2.0,9,3.0,10,4.0,9,4.0,2,6,6,8,19.0,14
3530,晶相光,"['半導體', '半導體:消費性IC', '汽車', '汽車:ADAS']",9,10,8,8,2.0,8,9,8,7,6,3.0,2,2.0,6,10.0,6,1.0,4,9,9,5,18.0,14
3531,先益,"['平面顯示器', '平面顯示器:背光模組']",9,6,8,7,5.0,3,10,8,9,8,9.0,9,9.0,10,6.0,10,7.0,7,9,1,6,36.0,7
3532,台勝科,"['半導體', '半導體:晶圓製造']",9,3,10,10,5.0,8,10,9,9,8,3.0,8,3.0,8,3.0,8,3.0,9,10,2,9,17.0,11
3533,嘉澤,"['連接器', '連接器:連接器設計、組裝及製造']",10,10,8,9,2.0,3,10,10,9,10,4.0,10,4.0,10,4.0,10,3.0,4,8,9,7,17.0,16
3534,無資料,無資料,5,無資料,無資料,5,5.0,5,5,5,5,無資料,,無資料,,無資料,,無資料,,5,無資料,無資料,無資料,,無資料無資料
3535,晶彩科,"['半導體', '半導體:生產製程及檢測設備', '平面顯示器', '平面顯示器:生產製程及檢測設備']",6,7,5,4,2.0,9,6,2,3,10,3.0,10,5.0,10,5.0,9,6.0,9,1,5,5,21.0,10
3536,誠創,"['半導體', '半導體:其他IC_二極體製造', '平面顯示器', '平面顯示器:背光源(發光二極體、冷陰極管)']",2,1,6,2,6.0,5,2,2,2,2,6.0,9,5.0,9,6.0,9,8.0,6,1,6,6,31.0,12
3537,堡達,"['半導體', '半導體:IC通路', '被動元件', '被動元件:電容器']",9,9,6,5,2.0,2,10,6,7,4,7.0,5,8.0,9,4.0,9,5.0,5,4,6,6,26.0,12
3540,曜越,"['電腦及週邊設備', '電腦及週邊設備:機殼', '電腦及週邊設備:電源供應器']",8,9,6,8,3.0,2,10,9,9,2,8.0,3,7.0,5,4.0,7,6.0,2,10,2,6,28.0,8
3541,西柏,"['平面顯示器', '平面顯示器:監視器_顯示器', '平面顯示器:電視', '觸控面板', '觸控面板:公共資訊查詢站(Kiosk)', '通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",4,9,4,4,1.0,7,9,4,6,2,2.0,3,3.0,5,3.0,4,3.0,10,9,4,6,12.0,10
3543,州巧,"['其他', '其他:其他', '平面顯示器', '平面顯示器:其他零組件', '醫療器材', '醫療器材:其他', '醫療器材:塑化材料', '醫療器材:醫療器材代理', '醫療器材:醫療器材代理銷售及通路', '醫療器材:醫療耗材', '醫療器材:醫療院所、醫療器材專賣店、藥局等通路', '醫療器材:金屬零件', '醫療器材:電子零組件、塑膠零件、五金零件']",9,8,9,7,10.0,9,9,7,6,10,10.0,10,10.0,10,9.0,10,10.0,8,7,1,6,49.0,7
3545,敦泰,"['半導體', '半導體:平面顯示器驅動IC']",9,4,6,9,6.0,7,10,9,9,5,9.0,4,7.0,7,7.0,8,4.0,1,8,8,6,33.0,14
3546,宇峻,"['休閒娛樂', '休閒娛樂:設計開發', '文化創意業', '文化創意業:數位內容產業']",6,10,6,9,6.0,7,10,9,8,9,3.0,3,2.0,6,2.0,5,3.0,9,6,6,5,16.0,11
3548,兆利,"['電腦及週邊設備', '電腦及週邊設備:機構樞紐']",10,10,6,10,8.0,2,10,10,10,5,9.0,9,8.0,9,6.0,10,6.0,2,8,3,10,37.0,13
3550,聯穎,"['電腦及週邊設備', '電腦及週邊設備:連接線']",6,9,10,5,2.0,2,10,6,7,1,1.0,1,3.0,1,2.0,1,10.0,3,3,2,6,18.0,8
3551,世禾,"['其他', '其他:其他電子產品及電子服務產業', '其他:環保潔能服務產業']",10,4,6,10,4.0,7,10,9,9,5,3.0,4,3.0,5,3.0,6,3.0,4,8,2,6,16.0,8
3552,同致,"['汽車', '汽車:其他']",7,8,6,10,8.0,3,10,10,10,7,6.0,6,6.0,5,5.0,7,6.0,7,5,4,6,31.0,10
3553,無資料,無資料,3,無資料,無資料,4,6.0,5,4,4,4,無資料,,無資料,,無資料,,無資料,,4,無資料,5,6,,11
3555,重鵬,"['半導體', '半導體:IC通路', '食品生技', '食品生技:保健食品代理銷售及通路']",8,2,10,8,10.0,10,6,6,5,10,10.0,6,8.0,3,6.0,6,6.0,4,5,1,6,40.0,7
3556,禾瑞亞,"['半導體', '半導體:消費性IC', '觸控面板', '觸控面板:控制IC', '觸控面板:觸控面板']",6,9,6,5,6.0,2,9,5,7,1,2.0,1,1.0,1,1.0,1,1.0,7,10,5,6,11.0,11
3557,嘉威,"['其他', '其他:其他', '其他:文化印刷業']",8,5,9,10,5.0,9,10,9,9,9,6.0,7,4.0,7,5.0,7,6.0,10,8,3,6,26.0,9
3558,神準,"['通信網路', '通信網路:有線通訊設備(如電話機、傳真機)', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",9,7,8,9,1.0,1,10,9,10,2,2.0,2,2.0,4,2.0,9,2.0,5,10,5,5,9.0,10
3559,無資料,無資料,3,4,4,4,5.0,5,4,4,4,4,5.0,4,6.0,4,5.0,4,5.0,3,4,5,6,26.0,11
3561,無資料,無資料,3,3,5,3,5.0,5,3,3,3,6,6.0,6,6.0,6,5.0,6,7.0,4,3,6,6,29.0,12
3562,無資料,無資料,3,3,3,3,6.0,6,3,3,2,5,6.0,6,6.0,7,6.0,7,6.0,6,3,6,6,30.0,12
3563,牧德,"['印刷電路板', '印刷電路板:生產製程及檢測設備']",8,10,6,6,1.0,3,9,7,7,2,4.0,2,4.0,6,4.0,5,3.0,5,6,2,6,16.0,8
3564,其陽,"['資通訊安全', '資通訊安全:網路基礎設施', '通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",8,8,6,9,3.0,2,10,9,9,3,2.0,3,2.0,3,2.0,3,2.0,5,8,2,6,11.0,8
3567,逸昌,"['半導體', '半導體:IC封裝測試']",10,1,6,5,9.0,3,10,6,8,10,10.0,10,10.0,10,10.0,10,10.0,4,6,2,6,49.0,8
3570,大塚,"['軟體服務', '軟體服務:系統整合服務']",10,6,10,9,3.0,6,10,10,10,3,7.0,8,7.0,9,7.0,10,7.0,5,10,10,6,31.0,16
3573,無資料,無資料,4,5,6,4,5.0,5,4,4,4,5,6.0,6,6.0,6,6.0,6,6.0,4,5,5,6,29.0,11
3576,聯合再生,"['太陽能產業', '太陽能產業:太陽能電池', '太陽能產業:太陽能電池模組']",4,7,7,3,1.0,3,8,3,5,2,2.0,2,1.0,2,2.0,3,2.0,8,3,2,6,8.0,8
3577,泓格,"['電腦及週邊設備', '電腦及週邊設備:工業電腦', '電腦及週邊設備:輸出入模組_介面卡']",9,10,8,8,8.0,1,10,9,9,6,2.0,6,2.0,5,2.0,6,2.0,4,10,6,6,16.0,12
3579,無資料,無資料,3,3,5,3,6.0,5,3,3,3,7,6.0,7,6.0,8,6.0,8,5.0,5,3,6,6,29.0,12
3580,友威科,"['其他', '其他:其他電子產品及電子服務產業']",8,4,4,7,2.0,2,9,8,8,9,2.0,8,3.0,9,3.0,8,4.0,10,8,3,5,14.0,8
3581,博磊,"['半導體', '半導體:生產製程及檢測設備']",9,5,10,9,7.0,7,10,9,9,3,2.0,5,3.0,6,3.0,6,2.0,5,9,9,6,17.0,15
3582,無資料,無資料,4,無資料,無資料,5,5.0,5,5,5,5,無資料,,無資料,,無資料,,無資料,,4,無資料,5,6,,11
3583,辛耘,"['LED照明產業', 'LED照明產業:生產製程、檢測設備及原物料', '半導體', '半導體:生產製程及檢測設備', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '平面顯示器', '平面顯示器:生產製程及檢測設備']",10,6,10,10,8.0,8,10,10,10,4,5.0,4,4.0,7,6.0,10,6.0,4,10,9,6,29.0,15
3584,無資料,無資料,4,5,6,4,6.0,5,4,3,3,5,6.0,7,6.0,6,6.0,6,6.0,5,5,6,6,30.0,12
3587,閎康,"['其他', '其他:其他電子產品及電子服務產業']",10,10,9,10,6.0,8,10,10,10,4,6.0,4,3.0,5,3.0,9,4.0,3,6,2,10,22.0,12
3588,通嘉,"['半導體', '半導體:電源管理IC']",8,10,6,8,8.0,3,9,8,8,8,6.0,2,2.0,6,8.0,5,8.0,2,9,1,5,32.0,6
3591,艾笛森,"['LED照明產業', 'LED照明產業:封裝_模組', 'LED照明產業:燈具_應用']",7,10,6,5,8.0,3,8,5,5,9,7.0,7,8.0,7,4.0,7,6.0,4,5,9,6,33.0,15
3592,瑞鼎,"['半導體', '半導體:平面顯示器驅動IC', '半導體:電源管理IC']",10,9,10,9,8.0,8,10,9,9,9,9.0,8,2.0,8,2.0,9,3.0,9,9,9,10,24.0,19
3593,力銘,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",5,4,6,6,6.0,4,8,7,6,7,6.0,7,3.0,7,3.0,7,9.0,5,7,2,6,27.0,8
3594,磐儀,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",9,10,6,9,1.0,3,10,10,9,4,3.0,6,4.0,8,4.0,7,6.0,7,6,2,5,18.0,7
3596,智易,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",10,9,6,10,6.0,4,10,10,10,7,5.0,8,7.0,8,6.0,10,6.0,4,9,4,9,30.0,13
3597,映興,"['其他', '其他:其他', '其他:其他電子產品及電子服務產業', '連接器', '連接器:連接器設計、組裝及製造']",8,10,7,5,2.0,9,9,5,5,7,1.0,1,1.0,7,1.0,7,1.0,10,8,6,6,6.0,12
3598,無資料,無資料,4,5,6,5,5.0,5,5,5,5,5,5.0,5,6.0,5,5.0,5,6.0,4,5,6,6,27.0,12
3599,無資料,無資料,5,無資料,無資料,5,5.0,5,5,5,5,無資料,,無資料,,無資料,,無資料,,6,無資料,6,6,,12
3605,宏致,"['連接器', '連接器:連接器設計、組裝及製造']",6,10,6,9,3.0,3,10,9,9,5,4.0,3,6.0,4,3.0,4,4.0,3,8,3,6,20.0,9
3607,谷崧,"['通信網路', '通信網路:塑膠_金屬機殼', '電腦及週邊設備', '電腦及週邊設備:機殼']",4,6,5,3,3.0,2,7,3,3,8,8.0,8,9.0,8,9.0,8,2.0,7,2,2,6,31.0,8
3609,三一東林,"['LED照明產業', 'LED照明產業:燈具_應用']",8,10,10,9,9.0,10,9,5,5,2,2.0,1,4.0,2,4.0,2,8.0,4,6,6,6,27.0,12
3611,鼎翰,"['電腦及週邊設備', '電腦及週邊設備:印表機、傳真機、掃瞄器、多功能事務機、投影機']",7,10,6,9,2.0,2,10,10,10,3,6.0,2,3.0,2,3.0,8,2.0,9,10,2,6,16.0,8
3614,無資料,無資料,5,無資料,無資料,5,5.0,5,5,5,5,無資料,,無資料,,無資料,,無資料,,5,無資料,無資料,無資料,,無資料無資料
3615,安可,"['LED照明產業', 'LED照明產業:藍寶石晶圓_晶片', '平面顯示器', '平面顯示器:ITO導電基板', '觸控面板', '觸控面板:ITO導電玻璃']",6,4,6,7,6.0,3,10,8,8,8,6.0,7,8.0,8,7.0,7,9.0,3,9,1,6,36.0,7
3617,碩天,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",10,10,6,9,5.0,7,10,9,10,9,6.0,10,7.0,9,5.0,10,5.0,2,9,1,9,28.0,10
3622,洋華,"['觸控面板', '觸控面板:觸控面板']",8,6,7,7,10.0,9,7,6,6,10,9.0,10,10.0,10,5.0,10,7.0,7,7,10,6,41.0,16
3623,富晶通,"['觸控面板', '觸控面板:觸控面板']",7,3,6,3,8.0,3,7,4,4,3,9.0,3,8.0,3,3.0,3,8.0,4,4,1,6,36.0,7
3624,光頡,"['被動元件', '被動元件:電感器', '被動元件:電阻器']",9,6,6,8,2.0,3,10,8,8,4,2.0,5,3.0,6,3.0,7,4.0,8,9,8,1,14.0,9
3625,西勝,"['能源元件', '能源元件:電池模組', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:電池']",6,9,6,7,9.0,9,9,7,7,8,9.0,5,8.0,5,8.0,5,3.0,4,2,4,6,37.0,10
3628,盈正,"['其他', '其他:其他電子產品及電子服務產業']",6,6,9,10,3.0,2,10,10,9,9,3.0,2,2.0,4,3.0,4,4.0,5,9,2,6,15.0,8
3629,地心引力,"['休閒娛樂', '休閒娛樂:營運發行', '文化創意業', '文化創意業:創意生活產業', '文化創意業:數位內容產業']",7,7,6,3,1.0,1,4,3,3,1,2.0,1,8.0,1,9.0,9,3.0,5,3,6,6,23.0,12
3630,新鉅科,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",5,8,6,7,8.0,3,9,8,7,6,8.0,6,8.0,6,8.0,7,5.0,4,8,3,5,37.0,8
3631,晟楠,"['半導體', '半導體:化學品']",6,9,6,3,1.0,2,4,3,4,9,9.0,1,7.0,2,7.0,5,7.0,4,6,9,6,31.0,15
3632,研勤,"['人工智慧', '人工智慧:智慧設備', '人工智慧:機器學習', '人工智慧:移動控制', '人工智慧:系統整合', '人工智慧:自然語言處理', '人工智慧:資料處理', '人工智慧:運算設備', '人工智慧:雲端平台', '人工智慧:電腦視覺', '人工智慧:領域解決方案', '人工智慧:顧問諮詢', '太空衛星科技', '太空衛星科技:仲介服務', '太空衛星科技:地面設備', '太空衛星科技:天線_射頻基頻', '太空衛星科技:太空船', '太空衛星科技:太陽能板_電池', '太空衛星科技:導航定位', '太空衛星科技:影像遙測', '太空衛星科技:微電子', '太空衛星科技:感測器', '太空衛星科技:整機', '太空衛星科技:次系統', '太空衛星科技:熱控', '太空衛星科技:營運管理', '太空衛星科技:發射服務', '太空衛星科技:發射載具', '太空衛星科技:結構', '太空衛星科技:航電系統', '太空衛星科技:衛星', '太空衛星科技:通訊', '太空衛星科技:酬載', '太空衛星科技:金屬_燃料', '太空衛星科技:零組件_材料', '太空衛星科技:電源', '觸控面板', '觸控面板:衛星定位系統', '通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '雲端運算', '雲端運算:IaaS', '雲端運算:PaaS', '雲端運算:SaaS', '雲端運算:伺服器', '雲端運算:儲存', '雲端運算:冷卻設備', '雲端運算:營運管理軟體', '雲端運算:系統整合', '雲端運算:網路', '雲端運算:虛擬化軟體', '雲端運算:設備安裝服務', '雲端運算:設備管理軟體', '雲端運算:資安防護軟體', '雲端運算:雲端作業系統', '雲端運算:雲端應用服務', '雲端運算:電力設備', '雲端運算:電腦設備', '雲端運算:顧問諮詢']",6,6,8,6,2.0,7,8,6,5,10,6.0,8,9.0,9,10.0,8,8.0,4,2,8,6,35.0,14
3638,無資料,無資料,4,無資料,無資料,5,6.0,5,5,5,5,無資料,,無資料,,無資料,,無資料,,5,無資料,5,6,,11
3642,駿熠電,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品', '石化及塑橡膠:橡膠製品', '通信網路', '通信網路:其他零組件', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:記憶體', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備', '電腦及週邊設備:安全監控系統', '電腦及週邊設備:記憶體']",3,2,5,2,6.0,6,2,2,2,2,6.0,9,6.0,8,6.0,8,6.0,4,2,6,6,30.0,12
3645,達邁,"['印刷電路板', '印刷電路板:聚亞醯胺樹脂']",7,10,7,8,10.0,10,9,6,7,5,10.0,4,9.0,5,9.0,6,1.0,4,8,6,6,39.0,12
3646,艾恩特,"['連接器', '連接器:連接器設計、組裝及製造']",9,8,6,8,8.0,8,9,7,7,6,5.0,6,4.0,7,4.0,8,6.0,8,8,8,6,27.0,14
3652,精聯,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",8,9,8,8,6.0,4,10,8,8,9,3.0,4,3.0,9,4.0,6,5.0,4,7,3,6,21.0,9
3653,健策,"['半導體', '半導體:導線架']",10,10,10,10,3.0,8,10,10,10,9,4.0,9,3.0,10,4.0,10,4.0,2,9,9,3,18.0,12
3658,無資料,無資料,4,無資料,無資料,5,5.0,5,5,5,5,無資料,,無資料,,無資料,,無資料,,4,無資料,5,5,,10
3661,世芯-KY,"['半導體', '半導體:IP設計_IC設計代工服務']",10,10,9,10,9.0,8,10,10,10,5,8.0,7,7.0,7,8.0,10,9.0,5,10,2,3,41.0,5
3662,無資料,無資料,4,無資料,無資料,3,6.0,5,3,3,3,無資料,,無資料,,無資料,,無資料,,4,無資料,6,5,,11
3663,鑫科,"['太陽能產業', '太陽能產業:材料', '平面顯示器', '平面顯示器:化學品(如光阻劑、靶材等)', '被動元件', '被動元件:電阻器材料(氧化鋁陶瓷基板、導電漿墨)', '觸控面板', '觸控面板:ITO導電薄膜']",10,10,8,4,8.0,4,9,5,5,7,9.0,7,10.0,9,7.0,9,8.0,6,9,2,6,42.0,8
3664,安瑞-KY,"['資通訊安全', '資通訊安全:網路基礎設施', '通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",9,6,5,10,10.0,10,9,9,7,2,5.0,3,7.0,4,7.0,4,5.0,5,7,2,5,34.0,7
3665,貿聯-KY,"['休閒娛樂', '休閒娛樂:休閒車業', '印刷電路板', '印刷電路板:基板組裝加工及相關製造', '太陽能產業', '太陽能產業:材料', '能源元件', '能源元件:原材料', '通信網路', '通信網路:其他零組件', '通信網路:線材', '連接器', '連接器:塑膠材料', '連接器:連接器設計、組裝及製造', '醫療器材', '醫療器材:塑化材料', '醫療器材:金屬零件', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:連接線']",8,10,10,9,1.0,1,10,9,9,7,2.0,7,2.0,3,1.0,9,1.0,8,9,3,3,7.0,6
3666,光耀,"['平面顯示器', '平面顯示器:稜鏡片']",8,10,6,4,2.0,1,8,5,5,2,8.0,2,7.0,2,8.0,2,5.0,4,6,2,6,30.0,8
3669,圓展,"['人工智慧', '人工智慧:電腦視覺', '通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",9,3,6,7,3.0,2,10,8,8,10,5.0,7,5.0,7,4.0,8,5.0,7,7,2,5,22.0,7
3672,康聯訊,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",8,5,7,4,2.0,4,8,4,5,9,2.0,1,1.0,2,3.0,2,2.0,6,8,2,6,10.0,8
3673,TPK-KY,"['觸控面板', '觸控面板:觸控面板']",4,8,6,5,4.0,9,8,4,4,7,5.0,8,5.0,4,4.0,5,5.0,6,2,3,5,23.0,8
3675,德微,"['半導體', '半導體:其他IC_二極體製造']",9,10,6,9,3.0,9,10,9,9,10,1.0,8,1.0,9,2.0,8,2.0,7,6,1,1,9.0,2
3679,新至陞,"['其他', '其他:其他電子產品及電子服務產業', '平面顯示器', '平面顯示器:其他零組件', '汽車', '汽車:其他', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:金屬、塑膠模具']",10,4,6,6,8.0,3,9,7,5,5,3.0,5,4.0,9,2.0,8,3.0,8,3,2,6,20.0,8
3680,家登,"['半導體', '半導體:生產製程及檢測設備']",10,10,10,10,2.0,10,10,10,10,9,6.0,9,4.0,7,4.0,8,6.0,8,10,9,2,22.0,11
3682,亞太電,"['通信網路', '通信網路:電信服務業']",3,9,8,2,6.0,6,2,4,4,7,6.0,7,8.0,3,8.0,6,5.0,5,1,5,6,33.0,11
3684,榮昌,"['通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)']",8,10,9,8,1.0,3,10,8,9,3,1.0,2,1.0,2,1.0,2,1.0,9,8,2,6,5.0,8
3685,元創精密,"['平面顯示器', '平面顯示器:擴散膜、增亮膜、導光板', '汽車', '汽車:車燈', '汽車:鈑金']",4,4,7,10,4.0,7,10,9,9,3,7.0,5,7.0,5,5.0,3,9.0,3,8,3,6,32.0,9
3686,達能,"['太陽能產業', '太陽能產業:矽晶圓_矽晶片']",7,2,6,4,10.0,9,4,4,3,9,8.0,4,4.0,9,8.0,10,4.0,5,3,4,6,34.0,10
3687,歐買尬,"['休閒娛樂', '休閒娛樂:營運發行', '休閒娛樂:線上遊戲業', '休閒娛樂:設計開發', '電子商務', '電子商務:金流串接處理服務']",8,6,9,10,6.0,7,10,10,9,7,3.0,8,2.0,10,5.0,9,7.0,8,2,2,6,23.0,8
3689,湧德,"['連接器', '連接器:連接器設計、組裝及製造']",8,10,6,7,1.0,3,10,8,9,8,10.0,9,8.0,9,8.0,10,9.0,5,2,8,6,36.0,14
3691,碩禾,"['太陽能產業', '太陽能產業:材料']",4,10,6,6,10.0,10,7,5,4,2,2.0,2,5.0,2,7.0,4,4.0,2,3,1,5,28.0,6
3693,營邦,"['電腦及週邊設備', '電腦及週邊設備:伺服器', '電腦及週邊設備:工業電腦', '電腦及週邊設備:磁碟儲存系統']",10,5,10,10,7.0,8,10,10,10,8,10.0,10,9.0,10,9.0,10,9.0,6,10,2,6,44.0,8
3694,海華,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",10,9,6,8,7.0,4,10,8,9,7,3.0,9,4.0,9,5.0,9,5.0,5,8,1,5,24.0,6
3697,無資料,無資料,5,無資料,無資料,5,5.0,6,5,5,5,無資料,,無資料,,無資料,,無資料,,5,無資料,5,6,,11
3698,無資料,無資料,3,2,5,3,5.0,6,3,3,3,2,6.0,5,6.0,5,6.0,5,7.0,3,2,5,6,30.0,11
3701,大眾控,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:工業電腦']",9,5,10,7,2.0,2,10,9,9,10,9.0,10,9.0,10,6.0,10,7.0,10,9,1,6,33.0,7
3702,大聯大,"['半導體', '半導體:IC通路']",10,8,6,9,4.0,4,10,9,9,2,3.0,2,2.0,2,2.0,5,2.0,1,9,9,10,13.0,19
3702A,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
3703,欣陸,"['其他', '其他:環保潔能服務產業', '建材營造', '建材營造:工程承攬', '建材營造:建設業', '建材營造:營造業']",9,4,7,9,7.0,4,10,9,10,6,6.0,6,5.0,5,5.0,8,7.0,10,7,1,1,30.0,2
3704,合勤控,"['資通訊安全', '資通訊安全:網路基礎設施', '資通訊安全:網路安全防護', '資通訊安全:行動安全', '通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '通信網路:有線通訊設備(如電話機、傳真機)', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",10,2,9,9,3.0,4,10,9,10,5,2.0,6,4.0,8,4.0,8,6.0,9,8,3,6,19.0,9
3705,永信,"['製藥', '製藥:中、西藥製劑']",8,7,6,8,10.0,2,10,9,8,4,8.0,6,7.0,9,6.0,9,4.0,7,8,2,6,35.0,8
3706,神達,"['汽車', '汽車:保險桿', '汽車:其他', '汽車:引擎蓋', '汽車:整車組裝、修理及技術服務', '汽車:汽車零配件生產', '汽車:車燈', '汽車:輪胎', '汽車:鈑金', '汽車:銷售、進出口業務', '汽車:鋁合金鋼圈', '通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '電腦及週邊設備', '電腦及週邊設備:伺服器', '電腦及週邊設備:其他電腦及週邊設備']",10,9,7,10,9.0,9,10,10,8,4,2.0,3,3.0,6,1.0,5,2.0,5,9,2,3,17.0,5
